source_code,fact_table,bp_standard_name,metric_column,metric_name,metric_type,agg_suggest,unit,is_derived,derived_logic,remark,review_status,updated_at
yummy001,ods_yummy_business_evaluation_design,商务评分_设计,payment_terms_score,【商务配合】：付款条件（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_design,商务评分_设计,payment_request_score,【商务配合】：请款（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_design,商务评分_设计,business_contract_dispute_score,【商务配合】：商务合同纠纷（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_design,商务评分_设计,design_change_cost_score,【设计质量】：设计变更费用（30分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_design,商务评分_设计,project_budget_score,【设计质量】：工程概算（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,bidding_contract_score,【商务配合】：招标合同（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,quotation_visa_score,【商务配合】：报价、签证（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,payment_terms_score,【商务配合】：付款条件（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,payment_request_score,【商务配合】：请款（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,business_contract_dispute_score,【商务配合】：商务合同纠纷（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,labor_dispute_score,【商务配合】：劳务纠纷（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,settlement_documents_score,【商务配合】：结算资料（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,engineering_change_score,【商务配合】：工程变更（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_general_contracting,商务评分_总包精装修,malicious_overestimation_of_budget_score,【商务配合】：恶意高估预算（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_supervision,商务评分_监理,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_supervision,商务评分_监理,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_supervision,商务评分_监理,bidding_contract_score,【商务配合】：招标合同（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_supervision,商务评分_监理,quotation_visa_score,【商务配合】：报价、签证（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_supervision,商务评分_监理,payment_terms_score,【商务配合】：付款条件（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_supervision,商务评分_监理,payment_request_score,【商务配合】：请款（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_business_evaluation_supervision,商务评分_监理,business_contract_dispute_score,【商务配合】：商务合同纠纷（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,price_performance_score,【设备价格评分】：价格表现（30分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,supplier_price_openness_score,【设备价格评分】：供应商价格开放度（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,overall_delivery_ratio_score,【设备交付/相关文档评分】：设备整体交付比率（30分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,invoice_accuracy_score,【设备交付/相关文档评分】：发票的准确、规范（10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,business_service_cooperation_score,【服务评分】：商务服务配合度(10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,safety_cooperation_deduction_score,【扣分项】：安全配合度(5分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_fe,商务评分_公辅设备交付前,complaint_deduction_score,【扣分项】：投诉(5分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,tender_contract_score,【商务配合】：招标合同（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,quotation_visa_score,【商务配合】：报价、签证（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,payment_terms_score,【商务配合】：付款条件（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,request_for_payment_score,【商务配合】：请款（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,commercial_contract_dispute_score,【商务配合】：商务合同纠纷（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,labor_dispute_score,【商务配合】：劳务纠纷（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,settlement_documents_score,【商务配合】：结算资料（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,engineering_change_score,【商务配合】：工程变更（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_miscellaneous,商务评分_零星工程,malicious_overestimation_of_budget_score,【商务配合】：恶意高估预算（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_post_delivery,商务评分_公辅设备交付后,complaint_safety_penalty_cooperation_deduction_score,【扣分项】：投诉&安全处罚&配合度(15分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_commercial_evaluation_post_delivery,商务评分_公辅设备交付后,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,project_contract_amount,项目/合同金额（万元）,可加度量,sum,万元,N,,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,technical_score,技术评分,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,technical_comprehensive_score,技术综合评分,不可加度量,avg,分,Y,加权综合评分,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,technical_score_assistance,技术评分辅助,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,commercial_score,商务评分,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,commercial_comprehensive_score,商务综合评分,不可加度量,avg,分,Y,加权综合评分,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,contract_performance_evaluation_comprehensive_score,履约评价综合得分,不可加度量,avg,分,Y,加权综合评分,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,urge_technical_score,催促技术评分,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_supplier_evaluation_list,供应商参评登记,urge_procurement_score,催促采购评分,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,equipment_technical_parameter_match_score,【设备技术参数与部件评分】：设备核心部分技术参数与部件的匹配度（20分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,auxiliary_equipment_completeness_score,【公辅设备技术方案实施评分】：公辅设备方案的完整性（20分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,auxiliary_equipment_risk_identification_score,【公辅设备技术方案实施评分】：公辅设备方案风险识别与处理（20分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,supplier_on_site_technical_capability_score,【公辅设备技术方案实施评分】：供应商设备现场技术处理能力（10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,supplier_change_professionalism_score,【公辅设备供应商的服务与配合】：供应商对需求变更的专业度(10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,supplier_change_cooperation_score,【公辅设备供应商的服务与配合】：供应商对需求变更配合度(10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation,技术评分_公辅设备交付前_规划部,auxiliary_equipment_inspection_timeliness_score,【公辅设备供应商的服务与配合】：公辅设备特检报验的及时性(10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,consulting_unit_cooperation_score,【服务与配合】：咨询单位配合情况（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,project_plan_accuracy_and_timeliness_score,【准确性及时效性】：项目方案、联系单测算准确性及时效性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,bidding_budget_accuracy_and_timeliness_score,【准确性及时效性】：招标预算及清单编制准确性及时效性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,budget_conversion_review_accuracy_and_timeliness_score,【准确性及时效性】：预算转固审核准确性及时效性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,site_visa_change_review_accuracy_and_timeliness_score,【准确性及时效性】：现场签证变更审核准确性及时效性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,settlement_review_accuracy_and_timeliness_score,【准确性及时效性】：结算审核准确性及时效性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,progress_payment_review_accuracy_and_timeliness_score,【准确性及时效性】：进度款审核准确性及时效性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,material_inquiry_accuracy_and_timeliness_score,【准确性及时效性】：材料询价准确性及时效性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,document_management_score,【资料管理】：资料管理（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_cost_consulting,技术评分_造价咨询,additional_contribution_bonus_score,【创新与降本】：额外贡献加分项,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,chief_designer_requirement_score,【人员配置】：设计总工要求（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,designer_count_score,【人员配置】：设计人数（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,design_file_submission_timeliness_score,【进度管理】：设计文件及成果提交及时性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,design_change_feedback_timeliness_score,【进度管理】：设计变更反馈的及时性（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,first_version_design_defects_score,【质量管理】：第一版设计质量缺陷（15分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,final_version_design_defects_score,【质量管理】：终版设计质量缺陷（30分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,construction_drawings_delivery_score,【质量管理】：施工图交付(10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,assistance_service_score,【服务与配合】：协助服务（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,response_speed_and_cooperation_score,【服务与配合】：反应速度及配合度（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,review_opinion_communication_score,【服务与配合】：审查意见沟通（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_design,技术评分_设计,innovation_and_cost_reduction_bonus_score,【创新与降本】：加分项（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,documentation_delivery_score,【设备交付评分】：资料交付（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,random_items_delivery_score,【设备交付评分】：随机物品工具交付（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,plan_review_evaluation_score,【设备实施过程评分】：方案评审阶段评价（10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,equipment_manufacturing_evaluation_score,【设备实施过程评分】：设备制造评价（10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,equipment_entry_technical_evaluation_score,【设备实施过程评分】：设备入场技术评价（40分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,on_site_technical_capability_score,【设备实施过程评分】： 供应商设备现场技术处理能力（14分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_fe,技术评分_公辅设备交付前_FE,technical_support_cooperation_score,【技术服务评分】：技术人力支持配合度(16分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,personnel_quantity_requirement_score,【人员配备】：人员数量要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,personnel_professional_qualification_score,【人员配备】：人员专业及资质证书要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,project_chief_engineer_score,【人员配置】：项目总工（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,personnel_attendance_score,【人员配置】：人员出勤（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,construction_plan_score,【组织管理】：施工方案（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,construction_according_to_plan_score,【组织管理】：按图施工（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,quality_assurance_system_score,【质量管理】：质保体系（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,construction_personnel_quality_control_score,【质量管理】：施工人员质量控制（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,construction_machinery_quality_control_score,【质量管理】：施工机械质量控制(2分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,material_quality_control_score,【质量管理】：材料的质量控制（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,process_technology_quality_control_score,【质量管理】：工艺技术质量控制（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,engineering_quality_sample_score,【质量管理】：工程质量样板（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,construction_drawing_review_technical_briefing_score,【质量管理】：施工图会审及技术交底（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,major_quality_defects_score,【质量管理】：较大质量缺陷（6分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,quality_defect_rectification_score,【质量管理】：质量缺陷整改（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,safety_system_score,【安全管理】：安全制度情况（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,civilized_construction_measures_score,【安全管理】：文明施工管理措施（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,safety_qualification_score,【安全管理】：安全资质（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,personnel_safety_score,【安全管理】：人的安全（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,material_equipment_safety_score,【安全管理】：材料/设备安全（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,hazard_and_risk_handling_score,【安全管理】：危险源及隐患处理（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,safety_protection_measures_score,【安全管理】：安全防护规范及措施（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,schedule_plan_score,【进度管理】：进度计划（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,schedule_progress_score,【进度管理】：进度情况（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,human_material_machine_impact_score,【进度管理】：人材机的影响（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,subcontractor_coordination_score,【服务与配合】：分包施工协调（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,coordination_meeting_organization_score,【服务与配合】：组织协调会议（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,meeting_attendance_score,【服务与配合】：参会情况（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,supervision_notice_score,【服务与配合】：监理通知单（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,response_speed_score,【服务与配合】：响应度（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,personnel_quantity_requirement_score,【人员配备】：人员数量要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,personnel_professional_qualification_score,【人员配备】：人员专业及资质证书要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,project_chief_engineer_score,【人员配置】：项目总工（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,personnel_attendance_score,【人员配置】：人员出勤（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_plan_score,【组织管理】：施工方案（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_according_to_plan_score,【组织管理】：按图施工（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,quality_assurance_system_score,【质量管理】：质保体系（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_personnel_quality_control_score,【质量管理】：施工人员质量控制（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_machinery_quality_control_score,【质量管理】：施工机械质量控制(2分),不可加度量,avg,分,N,,,pending,2026-04-13
