source_code,src_db_name,src_table_name,src_column_name,ordinal_position,data_type,is_nullable,column_default,column_comment,constraint_type,ref_table,ref_column,ods_table_name,ods_column_name,transform_rule,updated_at
yummy001,yummy,business_evaluation_cost_consulting,bidding_contract_basis,12,varchar(255),YES,,【商务配合】：招标合同-评分依据,-,,,ods_yummy_business_evaluation_cost_consulting,bidding_contract_basis,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,quotation_visa_score,13,varchar(255),YES,,【商务配合】：报价、签证（20分）,-,,,ods_yummy_business_evaluation_cost_consulting,quotation_visa_score,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,quotation_visa_basis,14,varchar(255),YES,,【商务配合】：报价、签证-评分依据,-,,,ods_yummy_business_evaluation_cost_consulting,quotation_visa_basis,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,payment_terms_score,15,varchar(255),YES,,【商务配合】：付款条件（15分）,-,,,ods_yummy_business_evaluation_cost_consulting,payment_terms_score,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,payment_terms_basis,16,varchar(255),YES,,【商务配合】：付款条件-评分依据,-,,,ods_yummy_business_evaluation_cost_consulting,payment_terms_basis,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,performance_score,17,varchar(255),YES,,【商务配合】：履约情况（30分）,-,,,ods_yummy_business_evaluation_cost_consulting,performance_score,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,performance_basis,18,varchar(255),YES,,【商务配合】：履约情况-评分依据,-,,,ods_yummy_business_evaluation_cost_consulting,performance_basis,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,payment_review_timeliness_and_accuracy_score,19,varchar(255),YES,,【商务配合】：付款审核及时性及准确性（20分）,-,,,ods_yummy_business_evaluation_cost_consulting,payment_review_timeliness_and_accuracy_score,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,payment_review_timeliness_and_accuracy_basis,20,varchar(255),YES,,【商务配合】：付款审核及时性及准确性-评分依据,-,,,ods_yummy_business_evaluation_cost_consulting,payment_review_timeliness_and_accuracy_basis,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,rationalization_suggestions_bonus_score,21,varchar(255),YES,,【商务配合】：合理化建议情况加分项,-,,,ods_yummy_business_evaluation_cost_consulting,rationalization_suggestions_bonus_score,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,rationalization_suggestions_bonus_basis,22,varchar(255),YES,,【商务配合】：合理化建议情况加分项-评分依据,-,,,ods_yummy_business_evaluation_cost_consulting,rationalization_suggestions_bonus_basis,无,2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,attachment,23,varchar(255),YES,,附件,-,,,ods_yummy_business_evaluation_cost_consulting,attachment,无,2026-04-12
yummy001,yummy,business_evaluation_design,project_to_be_evaluated,1,varchar(255),YES,,待评分项目,-,,,ods_yummy_business_evaluation_design,project_to_be_evaluated,无,2026-04-12
yummy001,yummy,business_evaluation_design,is_assessment_completed,2,varchar(255),YES,,是否已完成评估,-,,,ods_yummy_business_evaluation_design,is_assessment_completed,无,2026-04-12
yummy001,yummy,business_evaluation_design,evaluator,3,varchar(255),YES,,评分人员,-,,,ods_yummy_business_evaluation_design,evaluator,无,2026-04-12
yummy001,yummy,business_evaluation_design,business_evaluation_total_score,4,varchar(255),YES,,业务评价总分,-,,,ods_yummy_business_evaluation_design,business_evaluation_total_score,无,2026-04-12
yummy001,yummy,business_evaluation_design,contract_amount,5,varchar(255),YES,,合同金额,-,,,ods_yummy_business_evaluation_design,contract_amount,无,2026-04-12
yummy001,yummy,business_evaluation_design,our_company_entity,6,varchar(255),YES,,我司主体,-,,,ods_yummy_business_evaluation_design,our_company_entity,无,2026-04-12
yummy001,yummy,business_evaluation_design,supplier_name,7,varchar(255),YES,,供应商名称,-,,,ods_yummy_business_evaluation_design,supplier_name,无,2026-04-12
yummy001,yummy,business_evaluation_design,project_type,8,varchar(255),YES,,项目类型,-,,,ods_yummy_business_evaluation_design,project_type,无,2026-04-12
yummy001,yummy,business_evaluation_design,project_name,9,varchar(255),YES,,项目名称,-,,,ods_yummy_business_evaluation_design,project_name,无,2026-04-12
yummy001,yummy,business_evaluation_design,project_stage,10,varchar(255),YES,,项目阶段,-,,,ods_yummy_business_evaluation_design,project_stage,无,2026-04-12
yummy001,yummy,business_evaluation_design,contract_performance_score,11,varchar(255),YES,,【商务配合】：合同履约（10分）,-,,,ods_yummy_business_evaluation_design,contract_performance_score,无,2026-04-12
yummy001,yummy,business_evaluation_design,contract_performance_basis,12,varchar(255),YES,,【商务配合】：合同履约-评分依据,-,,,ods_yummy_business_evaluation_design,contract_performance_basis,无,2026-04-12
yummy001,yummy,business_evaluation_design,quotation_visa_score,13,varchar(255),YES,,【商务配合】：报价、签证（10分）,-,,,ods_yummy_business_evaluation_design,quotation_visa_score,无,2026-04-12
yummy001,yummy,business_evaluation_design,quotation_visa_basis,14,varchar(255),YES,,【商务配合】：报价、签证-评分依据,-,,,ods_yummy_business_evaluation_design,quotation_visa_basis,无,2026-04-12
yummy001,yummy,business_evaluation_design,payment_terms_score,15,varchar(255),YES,,【商务配合】：付款条件（10分）,-,,,ods_yummy_business_evaluation_design,payment_terms_score,无,2026-04-12
yummy001,yummy,business_evaluation_design,payment_terms_basis,16,varchar(255),YES,,【商务配合】：付款条件-评分依据,-,,,ods_yummy_business_evaluation_design,payment_terms_basis,无,2026-04-12
yummy001,yummy,business_evaluation_design,payment_request_score,17,varchar(255),YES,,【商务配合】：请款（10分）,-,,,ods_yummy_business_evaluation_design,payment_request_score,无,2026-04-12
yummy001,yummy,business_evaluation_design,payment_request_basis,18,varchar(255),YES,,【商务配合】：请款-评分依据,-,,,ods_yummy_business_evaluation_design,payment_request_basis,无,2026-04-12
yummy001,yummy,business_evaluation_design,business_contract_dispute_score,19,varchar(255),YES,,【商务配合】：商务合同纠纷（10分）,-,,,ods_yummy_business_evaluation_design,business_contract_dispute_score,无,2026-04-12
yummy001,yummy,business_evaluation_design,business_contract_dispute_basis,20,varchar(255),YES,,【商务配合】：商务合同纠纷-评分依据,-,,,ods_yummy_business_evaluation_design,business_contract_dispute_basis,无,2026-04-12
yummy001,yummy,business_evaluation_design,design_change_cost_score,21,varchar(255),YES,,【设计质量】：设计变更费用（30分）,-,,,ods_yummy_business_evaluation_design,design_change_cost_score,无,2026-04-12
yummy001,yummy,business_evaluation_design,design_change_cost_basis,22,varchar(255),YES,,【设计质量】：设计变更费用-评分依据,-,,,ods_yummy_business_evaluation_design,design_change_cost_basis,无,2026-04-12
yummy001,yummy,business_evaluation_design,project_budget_score,23,varchar(255),YES,,【设计质量】：工程概算（20分）,-,,,ods_yummy_business_evaluation_design,project_budget_score,无,2026-04-12
yummy001,yummy,business_evaluation_design,project_budget_basis,24,varchar(255),YES,,【设计质量】：工程概算-评分依据,-,,,ods_yummy_business_evaluation_design,project_budget_basis,无,2026-04-12
yummy001,yummy,business_evaluation_design,attachment,25,varchar(255),YES,,附件,-,,,ods_yummy_business_evaluation_design,attachment,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,project_to_be_evaluated,1,varchar(255),YES,,待评分项目,-,,,ods_yummy_business_evaluation_general_contracting,project_to_be_evaluated,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,is_assessment_completed,2,varchar(255),YES,,是否已完成评估,-,,,ods_yummy_business_evaluation_general_contracting,is_assessment_completed,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,evaluator,3,varchar(255),YES,,评分人员,-,,,ods_yummy_business_evaluation_general_contracting,evaluator,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,business_evaluation_total_score,4,varchar(255),YES,,业务评价总分,-,,,ods_yummy_business_evaluation_general_contracting,business_evaluation_total_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,contract_amount,5,varchar(255),YES,,合同金额,-,,,ods_yummy_business_evaluation_general_contracting,contract_amount,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,our_company_entity,6,varchar(255),YES,,我司主体,-,,,ods_yummy_business_evaluation_general_contracting,our_company_entity,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,supplier_name,7,varchar(255),YES,,供应商名称,-,,,ods_yummy_business_evaluation_general_contracting,supplier_name,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,project_type,8,varchar(255),YES,,项目类型,-,,,ods_yummy_business_evaluation_general_contracting,project_type,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,project_name,9,varchar(255),YES,,项目名称,-,,,ods_yummy_business_evaluation_general_contracting,project_name,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,project_stage,10,varchar(255),YES,,项目阶段,-,,,ods_yummy_business_evaluation_general_contracting,project_stage,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,bidding_contract_score,11,varchar(255),YES,,【商务配合】：招标合同（10分）,-,,,ods_yummy_business_evaluation_general_contracting,bidding_contract_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,bidding_contract_basis,12,varchar(255),YES,,【商务配合】：招标合同-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,bidding_contract_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,quotation_visa_score,13,varchar(255),YES,,【商务配合】：报价、签证（10分）,-,,,ods_yummy_business_evaluation_general_contracting,quotation_visa_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,quotation_visa_basis,14,varchar(255),YES,,【商务配合】：报价、签证-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,quotation_visa_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,payment_terms_score,15,varchar(255),YES,,【商务配合】：付款条件（10分）,-,,,ods_yummy_business_evaluation_general_contracting,payment_terms_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,payment_terms_basis,16,varchar(255),YES,,【商务配合】：付款条件-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,payment_terms_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,payment_request_score,17,varchar(255),YES,,【商务配合】：请款（10分）,-,,,ods_yummy_business_evaluation_general_contracting,payment_request_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,payment_request_basis,18,varchar(255),YES,,【商务配合】：请款-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,payment_request_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,business_contract_dispute_score,19,varchar(255),YES,,【商务配合】：商务合同纠纷（10分）,-,,,ods_yummy_business_evaluation_general_contracting,business_contract_dispute_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,business_contract_dispute_basis,20,varchar(255),YES,,【商务配合】：商务合同纠纷-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,business_contract_dispute_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,labor_dispute_score,21,varchar(255),YES,,【商务配合】：劳务纠纷（10分）,-,,,ods_yummy_business_evaluation_general_contracting,labor_dispute_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,labor_dispute_basis,22,varchar(255),YES,,【商务配合】：劳务纠纷-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,labor_dispute_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,settlement_documents_score,23,varchar(255),YES,,【商务配合】：结算资料（10分）,-,,,ods_yummy_business_evaluation_general_contracting,settlement_documents_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,settlement_documents_basis,24,varchar(255),YES,,【商务配合】：结算资料-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,settlement_documents_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,engineering_change_score,25,varchar(255),YES,,【商务配合】：工程变更（20分）,-,,,ods_yummy_business_evaluation_general_contracting,engineering_change_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,engineering_change_basis,26,varchar(255),YES,,【商务配合】：工程变更-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,engineering_change_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,malicious_overestimation_of_budget_score,27,varchar(255),YES,,【商务配合】：恶意高估预算（10分）,-,,,ods_yummy_business_evaluation_general_contracting,malicious_overestimation_of_budget_score,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,malicious_overestimation_of_budget_basis,28,varchar(255),YES,,【商务配合】：恶意高估预算-评分依据,-,,,ods_yummy_business_evaluation_general_contracting,malicious_overestimation_of_budget_basis,无,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,attachment,29,varchar(255),YES,,附件,-,,,ods_yummy_business_evaluation_general_contracting,attachment,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,project_to_be_evaluated,1,varchar(255),YES,,待评分项目,-,,,ods_yummy_business_evaluation_supervision,project_to_be_evaluated,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,is_assessment_completed,2,varchar(255),YES,,是否已完成评估,-,,,ods_yummy_business_evaluation_supervision,is_assessment_completed,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,evaluator,3,varchar(255),YES,,评分人员,-,,,ods_yummy_business_evaluation_supervision,evaluator,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,business_evaluation_total_score,4,varchar(255),YES,,业务评价总分,-,,,ods_yummy_business_evaluation_supervision,business_evaluation_total_score,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,contract_amount,5,varchar(255),YES,,合同金额,-,,,ods_yummy_business_evaluation_supervision,contract_amount,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,our_company_entity,6,varchar(255),YES,,我司主体,-,,,ods_yummy_business_evaluation_supervision,our_company_entity,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,supplier_name,7,varchar(255),YES,,供应商名称,-,,,ods_yummy_business_evaluation_supervision,supplier_name,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,project_type,8,varchar(255),YES,,项目类型,-,,,ods_yummy_business_evaluation_supervision,project_type,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,project_name,9,varchar(255),YES,,项目名称,-,,,ods_yummy_business_evaluation_supervision,project_name,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,project_stage,10,varchar(255),YES,,项目阶段,-,,,ods_yummy_business_evaluation_supervision,project_stage,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,bidding_contract_score,11,varchar(255),YES,,【商务配合】：招标合同（20分）,-,,,ods_yummy_business_evaluation_supervision,bidding_contract_score,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,bidding_contract_basis,12,varchar(255),YES,,【商务配合】：招标合同-评分依据,-,,,ods_yummy_business_evaluation_supervision,bidding_contract_basis,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,quotation_visa_score,13,varchar(255),YES,,【商务配合】：报价、签证（20分）,-,,,ods_yummy_business_evaluation_supervision,quotation_visa_score,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,quotation_visa_basis,14,varchar(255),YES,,【商务配合】：报价、签证-评分依据,-,,,ods_yummy_business_evaluation_supervision,quotation_visa_basis,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,payment_terms_score,15,varchar(255),YES,,【商务配合】：付款条件（20分）,-,,,ods_yummy_business_evaluation_supervision,payment_terms_score,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,payment_terms_basis,16,varchar(255),YES,,【商务配合】：付款条件-评分依据,-,,,ods_yummy_business_evaluation_supervision,payment_terms_basis,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,payment_request_score,17,varchar(255),YES,,【商务配合】：请款（20分）,-,,,ods_yummy_business_evaluation_supervision,payment_request_score,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,payment_request_basis,18,varchar(255),YES,,【商务配合】：请款-评分依据,-,,,ods_yummy_business_evaluation_supervision,payment_request_basis,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,business_contract_dispute_score,19,varchar(255),YES,,【商务配合】：商务合同纠纷（20分）,-,,,ods_yummy_business_evaluation_supervision,business_contract_dispute_score,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,business_contract_dispute_basis,20,varchar(255),YES,,【商务配合】：商务合同纠纷-评分依据,-,,,ods_yummy_business_evaluation_supervision,business_contract_dispute_basis,无,2026-04-12
yummy001,yummy,business_evaluation_supervision,attachment,21,varchar(255),YES,,附件,-,,,ods_yummy_business_evaluation_supervision,attachment,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,project_to_be_evaluated,1,varchar(255),YES,,待评分项目,-,,,ods_yummy_commercial_evaluation_fe,project_to_be_evaluated,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,is_assessment_completed,2,varchar(255),YES,,是否已完成评估,-,,,ods_yummy_commercial_evaluation_fe,is_assessment_completed,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,evaluator,3,varchar(255),YES,,评分人员,-,,,ods_yummy_commercial_evaluation_fe,evaluator,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,business_evaluation_total_score,4,varchar(255),YES,,业务评价总分,-,,,ods_yummy_commercial_evaluation_fe,business_evaluation_total_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,contract_amount,5,varchar(255),YES,,合同金额,-,,,ods_yummy_commercial_evaluation_fe,contract_amount,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,our_company_entity,6,varchar(255),YES,,我司主体,-,,,ods_yummy_commercial_evaluation_fe,our_company_entity,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,supplier_name,7,varchar(255),YES,,供应商名称,-,,,ods_yummy_commercial_evaluation_fe,supplier_name,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,project_type,8,varchar(255),YES,,项目类型,-,,,ods_yummy_commercial_evaluation_fe,project_type,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,project_name,9,varchar(255),YES,,项目名称,-,,,ods_yummy_commercial_evaluation_fe,project_name,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,project_stage,10,varchar(255),YES,,项目阶段,-,,,ods_yummy_commercial_evaluation_fe,project_stage,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,price_performance_score,11,varchar(255),YES,,【设备价格评分】：价格表现（30分）,-,,,ods_yummy_commercial_evaluation_fe,price_performance_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,price_performance_basis,12,varchar(255),YES,,【设备价格评分】：价格表现-评分依据,-,,,ods_yummy_commercial_evaluation_fe,price_performance_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,supplier_price_openness_score,13,varchar(255),YES,,【设备价格评分】：供应商价格开放度（20分）,-,,,ods_yummy_commercial_evaluation_fe,supplier_price_openness_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,supplier_price_openness_basis,14,varchar(255),YES,,【设备价格评分】：供应商价格开放度-评分依据,-,,,ods_yummy_commercial_evaluation_fe,supplier_price_openness_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,overall_delivery_ratio_score,15,varchar(255),YES,,【设备交付/相关文档评分】：设备整体交付比率（30分),-,,,ods_yummy_commercial_evaluation_fe,overall_delivery_ratio_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,overall_delivery_ratio_basis,16,varchar(255),YES,,【设备交付/相关文档评分】：设备整体交付比率-评分依据,-,,,ods_yummy_commercial_evaluation_fe,overall_delivery_ratio_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,invoice_accuracy_score,17,varchar(255),YES,,【设备交付/相关文档评分】：发票的准确、规范（10分),-,,,ods_yummy_commercial_evaluation_fe,invoice_accuracy_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,invoice_accuracy_basis,18,varchar(255),YES,,【设备交付/相关文档评分】：发票的准确、规范-评分依据,-,,,ods_yummy_commercial_evaluation_fe,invoice_accuracy_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,business_service_cooperation_score,19,varchar(255),YES,,【服务评分】：商务服务配合度(10分),-,,,ods_yummy_commercial_evaluation_fe,business_service_cooperation_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,business_service_cooperation_basis,20,varchar(255),YES,,【服务评分】：商务服务配合度-评分依据,-,,,ods_yummy_commercial_evaluation_fe,business_service_cooperation_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,safety_cooperation_deduction_score,21,varchar(255),YES,,【扣分项】：安全配合度(5分),-,,,ods_yummy_commercial_evaluation_fe,safety_cooperation_deduction_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,safety_cooperation_deduction_basis,22,varchar(255),YES,,【扣分项】：安全配合度-评分依据,-,,,ods_yummy_commercial_evaluation_fe,safety_cooperation_deduction_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,complaint_deduction_score,23,varchar(255),YES,,【扣分项】：投诉(5分),-,,,ods_yummy_commercial_evaluation_fe,complaint_deduction_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,complaint_deduction_basis,24,varchar(255),YES,,【扣分项】：投诉-评分依据,-,,,ods_yummy_commercial_evaluation_fe,complaint_deduction_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_fe,attachment,25,varchar(255),YES,,附件,-,,,ods_yummy_commercial_evaluation_fe,attachment,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,project_to_be_evaluated,1,varchar(255),YES,,待评分项目,-,,,ods_yummy_commercial_evaluation_miscellaneous,project_to_be_evaluated,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,is_assessment_completed,2,varchar(255),YES,,是否已完成评估,-,,,ods_yummy_commercial_evaluation_miscellaneous,is_assessment_completed,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,evaluator,3,varchar(255),YES,,评分人员,-,,,ods_yummy_commercial_evaluation_miscellaneous,evaluator,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,business_evaluation_total_score,4,varchar(255),YES,,业务评价总分,-,,,ods_yummy_commercial_evaluation_miscellaneous,business_evaluation_total_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,contract_amount,5,varchar(255),YES,,合同金额,-,,,ods_yummy_commercial_evaluation_miscellaneous,contract_amount,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,our_company_entity,6,varchar(255),YES,,我司主体,-,,,ods_yummy_commercial_evaluation_miscellaneous,our_company_entity,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,supplier_name,7,varchar(255),YES,,供应商名称,-,,,ods_yummy_commercial_evaluation_miscellaneous,supplier_name,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,project_type,8,varchar(255),YES,,项目类型,-,,,ods_yummy_commercial_evaluation_miscellaneous,project_type,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,project_name,9,varchar(255),YES,,项目名称,-,,,ods_yummy_commercial_evaluation_miscellaneous,project_name,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,project_stage,10,varchar(255),YES,,项目阶段,-,,,ods_yummy_commercial_evaluation_miscellaneous,project_stage,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,tender_contract_score,11,varchar(255),YES,,【商务配合】：招标合同（10分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,tender_contract_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,tender_contract_basis,12,varchar(255),YES,,【商务配合】：招标合同-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,tender_contract_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,quotation_visa_score,13,varchar(255),YES,,【商务配合】：报价、签证（10分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,quotation_visa_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,quotation_visa_basis,14,varchar(255),YES,,【商务配合】：报价、签证-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,quotation_visa_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,payment_terms_score,15,varchar(255),YES,,【商务配合】：付款条件（10分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,payment_terms_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,payment_terms_basis,16,varchar(255),YES,,【商务配合】：付款条件-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,payment_terms_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,request_for_payment_score,17,varchar(255),YES,,【商务配合】：请款（10分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,request_for_payment_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,request_for_payment_basis,18,varchar(255),YES,,【商务配合】：请款-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,request_for_payment_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,commercial_contract_dispute_score,19,varchar(255),YES,,【商务配合】：商务合同纠纷（10分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,commercial_contract_dispute_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,commercial_contract_dispute_basis,20,varchar(255),YES,,【商务配合】：商务合同纠纷-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,commercial_contract_dispute_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,labor_dispute_score,21,varchar(255),YES,,【商务配合】：劳务纠纷（10分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,labor_dispute_score,无,2026-04-12
